RETTYPE_CUL_SILICONITE;Siliconite Guardsmen;;;;;;;;;;;;;x
RETTYPE_CUL_WINELANDER;Winelander Infantry;;;;;;;;;;;;;x
RETTYPE_CUL_JEFFERSONIAN;[Root.Culture.GetName] Forest Rangers;;;;;;;;;;;;;x
RETTYPE_CUL_CASCADIAN;[Root.Culture.GetName] Forest Rangers;;;;;;;;;;;;;x
RETTYPE_CUL_NEOLATIN;[Root.Culture.GetName] Legionnaires;;;;;;;;;;;;;x
RETTYPE_CUL_DOUKHOBOR;Doukhobor Swordsmen;;;;;;;;;;;;;x
RETTYPE_CUL_ALASKAN;Ulaskun Raiders;;;;;;;;;;;;;x
RETTYPE_CUL_SOOMALI;Soomali High Guard;;;;;;;;;;;;;x
recently_invited_st_george_knight;Recently Invited a Knight of Saint George;;;;;;;;;x
st_george_just_war;Recently enacted a Just War;;;;;;;;;x
k_kimberlian_confederacy;Kimberlian Confederacy;;;;;;;;;x
k_kimberlian_confederacy_adj;Aboriginal;;;;;;;;;x

RETTYPE_CUL_CALIFORNIO;Californio Frontiersmen;;;;;;;;;;;;;x
RETTYPE_CUL_HMONG;Hmong Highlanders;;;;;;;;;;;;;x
RETTYPE_CUL_AMERO_JAPONIC;Amero-Japonic Ronin;;;;;;;;;;;;;x
RETTYPE_CUL_PINOY;Pinoy Arnis Infantry;;;;;;;;;;;;;x
RETTYPE_CUL_COPTIFORNIAN;Niremenkhemi Pikemen;;;;;;;;;;;;;x

RETTYPE_CUL_BRITISH;Royal Grenadiers;;;;;;;;;;;;;x
RETTYPE_TECTONIC;Tectonic Knights;;;;;;;;;;;;x
RETTYPE_CUL_WOODLANDS;Woodlands Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_BALTIC;Teuton Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_BASQUE;Pyrenees Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_BRAZILIAN;Independence Dragoon;;;;;;;;;;;;;x
RETTYPE_CUL_BAIANO;Cangaçeiro;;;;;;;;;;;;;x
RETTYPE_GENERIC_GUNMEN_EARLY;Handcannon Skirmishers;;;;;;;;;x
RETTYPE_GENERIC_GUNMEN;Primitive Pike-and-Shot;;;;;;;;;x
RETTYPE_GENERIC_GUNMEN_LATE;Early Pike-and-Shot;;;;;;;;;x
RETTYPE_ADVANCED_GUNMEN;Experimental Flint-lock Pike-and-Shot;;;;;;;;;x

RETTYPE_DYN_VALYRIAN_DRAGONS;Valyrian Dragons;;;;;;;;;x
RETTYPE_CUL_TEX_FIRE;Texan Firespitters;;;;;;;;;x
RETTYPE_CUL_VAQUERO;Vaquero Riders;;;;;;;;;x
RETTYPE_CUL_REGIO;Regio Lanceros;;;;;;;;;x
RETTYPE_CUL_NORTENYO;Nortenyo Vaqueros;;;;;;;;;x
RETTYPE_CUL_CHILANGO;Guardia Imperial;;;;;;;;;x
RETTYPE_CUL_ABAJENYO;Abajenyo Troopers;;;;;;;;;x
RETTYPE_CUL_FRONTERIZO;Fronterizo Guardsmen;;;;;;;;;x
RETTYPE_CUL_OCASENO;Tapatio Infantry;;;;;;;;;x
RETTYPE_CUL_SUDABAJENO;Calentano Militia;;;;;;;;;x
RETTYPE_CUL_RIBERENO;Jarocho Skirmishers;;;;;;;;;x
RETTYPE_CUL_OAXAQUENO;Fraylescano Infantry;;;;;;;;;x
RETTYPE_CUL_YUCATANENSE;Yucatanense Crossbowmen;;;;;;;;;x
RETTYPE_CUL_TEX_COWBOY;Cowboy Skirmishers;;;;;;;;;x
RETTYPE_REL_LOYALIST;Royal Stormtroopers;;;;;;;;;x
RETTYPE_CUL_LAURENTINE;Tommies;;;;;;;;;x
RETTYPE_SOUTHWEST_CAMEL;Southwest Camelboys;;;;;;;;;x
RETTYPE_NORTHWEST_CAMEL;Northwest Camelboys;;;;;;;;;x
RETTYPE_CUL_MISSISSIPPI_ZOUAVE;Mississippian Zouaves;;;;;;;;;x
RETTYPE_CUL_LUI_ZOUAVE;Acadian Zouaves;;;;;;;;;x
RETTYPE_CUL_BOSTON;National Lancers;;;;;;;;;x
RETTYPE_CUL_NUT;Scarlet Guards;;;;;;;;;x
RETTYPE_CUL_ANGCARIBB;Indies Marines;;;;;;;;;x

RETTYPE_CUL_MICHIF;Michif Skirmishers;;;;;;;;;x

RETTYPE_CUL_SIOUX;Siouan Lancers;;;;;;;;;;;;;x
RETTYPE_CUL_CROW;Apsalooke Scouts;;;;;;;;;;;;;x
RETTYPE_CUL_CHEYENNE;Cheyenne Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_ARAPAHO;Arapaho Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_PLAINS_OJIBWE;Plains Ojibwe Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_CADDO;Caddo Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_KIOWA;Cauigu Swordsmen;;;;;;;;;;;;;x
RETTYPE_CUL_MUSKOGEAN;Muskogee Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_FOX;Othakiwaki Archers;;;;;;;;;;;;x,,,,,
RETTYPE_CUL_GROS_VENTRE;A'aaniinenna Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_BLACKFOOT;Niitsitapi Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_NORTHERN_ATHABASKAN;Northern Athabaskan Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_MIKMAQ;Mi'kmaq Spearmen;;;;;;;;;;;;;x
RETTYPE_CUL_PENOBSCOT;Panawahpskewi Archers;;;;;;;;;;;;;x
RETTYPE_CUL_WAMPANOAG;Wopanaak Whalers;;;;;;;;;;;;;x
RETTYPE_CUL_MOHICAN;Muhhekunneuw Axemen;;;;;;;;;;;;;x
RETTYPE_CUL_LENAPE;Lenape Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_HAUDENOSAUNEE;Haudenosaunee Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_OJIBWE;Ojibwe Hunters;;;;;;;;;;;;;x
RETTYPE_CUL_CREE;Cree Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_YOKUTIAN;Yokutian Archers;;;;;;;;;;;;;x
RETTYPE_CUL_POMO;Pomo Mountaineers;;;;;;;;;;;;;x
RETTYPE_CUL_PACIFIC_ATHABASKAN;[Root.Culture.GetName] Spearmen;;;;;;;;;;;;;x
RETTYPE_CUL_YUROK;Yurok Harpooner;;;;;;;;;;;;;x
RETTYPE_CUL_KARUK;Karuk Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_SAHAPTIAN;Sahaptian Lancers;;;;;;;;;;;;;x
RETTYPE_CUL_CHINOOKAN;Chinookan Archers;;;;;;;;;;;;;x
RETTYPE_CUL_WAKASHAN;Wakashan Whalers;;;;;;;;;;;;;x
RETTYPE_CUL_TSIMSHIANIC;Tsimshianic Watchmen;;;;;;;;;;;;;x
RETTYPE_CUL_TLINGIT;Tlingit Spearmen;;;;;;;;;;;;;x
RETTYPE_CUL_HAIDA;Haida Archers;;;;;;;;;;;;;x
RETTYPE_CUL_RARAMURI;Raramuri Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_CAHITAN;Cahitan Watchmen;;;;;;;;;;;;;x
RETTYPE_CUL_CORACHOL;Corachol Archers;;;;;;;;;;;;;x
RETTYPE_CUL_OTO-MANGUEAN;Oto-Manguean Skirmishers;;;;;;;;;;;;;x
RETTYPE_CUL_PUREPECHA;Purepecha Warriors;;;;;;;;;;;;;x
RETTYPE_CUL_TOTONAC;Totonac Riders;;;;;;;;;;;;;x
RETTYPE_CUL_MAYAN;Maya Warriors;;;;;;;;;;;;;x
RETTYPE_SECRETARY_CAV;Secretary Cavalry;;;;;;;;;;;;;x

# Synthetic Dawn
RETTYPE_SYNTH_CONTINGENCY1;Alien Drone Defectors;;;;;;;;;;;;;x
RETTYPE_SYNTH_CONTINGENCY2;Contingency Warframes;;;;;;;;;;;;;x
RETTYPE_SYNTH_CYBREX1;Alien Drone Volunteers;;;;;;;;;;;;;x
RETTYPE_SYNTH_CYBREX2;Cybrex Warframes;;;;;;;;;;;;;x
RETTYPE_SYNTH_TITAN;Giant Warform;;;;;;;;;;;;;x

# Animal World
RETTYPE_CUL_HORSE;Horse;Cheval;Pferd;;Caballo;;;;;;;;;x
RETTYPE_CUL_CAT;Fearless Feline;Félin intrépide;Furchtlose Katze;;Felino intrépido;;;;;;;;;x
RETTYPE_CUL_BEAR;Bear;Ours;Bär;;Oso;;;;;;;;;x
RETTYPE_CUL_HEDGEHOG;Quillguard;Garde-piquant;Stachelwache;;Guardia púa;;;;;;;;;x
RETTYPE_CUL_DUCK;Warduck;Canard de guerre;Kriegsente;;Pato de guerra;;;;;;;;;x
RETTYPE_CUL_DOG;Good Boy;Bon chien;Guter Junge;;Buen chico;;;;;;;;;x
RETTYPE_CUL_ELEPHANT;Elephant;Éléphant;Elephant;;Elefante;;;;;;;;;x
RETTYPE_CUL_DRAGON;Dragon;Dragon;Drache;;Dragón;;;;;;;;;x

# Custodite Branch Retinues
RETTYPE_CUSTODITE_INFANTRY;American Infantry Company;;;;;;;;;;;;;x
RETTYPE_CUSTODITE_CAVALRY;American Cavalry Company;;;;;;;;;;;;;x
RETTYPE_CUSTODITE_ARTILLERY;American Artillery Company;;;;;;;;;;;;;x
RETTYPE_CUSTODITE_MARINE;American Marine Company;;;;;;;;;;;;;x
RETTYPE_CUSTODITE_AERIAL;American Aerial Company;;;;;;;;;;;;;x
