garde#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bribri;Bribri;;;;;;;;;;;x
cabecar;Kabekwa;;;;;;;;;;;x
rama;Rama;;;;;;;;;;;x
maleku;Maléku;;;;;;;;;;;x
guna;Dulegaya;;;;;;;;;;;x
bugle;Buglere;;;;;;;;;;;x
tico;Tico;;;;;;;;;;;x
canalero;Canalero;;;;;;;;;;;x
chocoan;Chocoan;;;;;;;;;;;x
wounaan;Wounaan;;;;;;;;;;;x
embera;Emberá;;;;;;;;;;;x
guariguari;Guari-Guari;;;;;;;;;;;x
jicaquean;Jicaquean;;;;;;;;;;;x
tol;Tol;;;;;;;;;;;x
kaqchikel;Kaqchikel;;;;;;;;;;;x
mopan;Mopán;;;;;;;;;;;x

######################################

# MEXICAN CULTURAL TITLES

###whole group tribal

# Mexicano
tribal_baron_mexicano;Líder;;;;;;;;;;;;;x
tribal_baron_female_mexicano;Lideresa;;;;;;;;;;;;;x
tribal_count_mexicano;Jefe;;;;;;;;;;;;;x
tribal_count_female_mexicano;Jefa;;;;;;;;;;;;;x
tribal_duke_mexicano;Cacique;;;;;;;;;;;;;x
tribal_duke_female_mexicano;Caciquesa;;;;;;;;;;;;;x
tribal_king_mexicano;Rey;;;;;;;;;;;;;x
tribal_king_female_mexicano;Rey;;;;;;;;;;;;;x
tribal_emperor_mexicano;Gran Rey;;;;;;;;;;;;;x
tribal_emperor_female_mexicano;Gran Reina;;;;;;;;;;;;;

tribal_barony_of_mexicano;Tribu de;;;;;;;;;;;;;x
tribal_county_of_mexicano;Jefatura de;;;;;;;;;;;;;x
tribal_duchy_of_mexicano;Cacicazgo de;;;;;;;;;;;;;x
tribal_kingdom_of_mexicano;Reino de;;;;;;;;;;;;;x
tribal_empire_of_mexicano;Reino de;;;;;;;;;;;;;x

# North Mexican
tribal_baron_north_mexican;Líder;;;;;;;;;;;;;x
tribal_baron_female_north_mexican;Lideresa;;;;;;;;;;;;;x
tribal_count_north_mexican;Jefe;;;;;;;;;;;;;x
tribal_count_female_north_mexican;Jefa;;;;;;;;;;;;;x
tribal_duke_north_mexican;Cacique;;;;;;;;;;;;;x
tribal_duke_female_north_mexican;Caciquesa;;;;;;;;;;;;;x
tribal_king_north_mexican;Rey;;;;;;;;;;;;;x
tribal_king_female_north_mexican;Rey;;;;;;;;;;;;;x
tribal_emperor_north_mexican;Gran Rey;;;;;;;;;;;;;x
tribal_emperor_female_north_mexican;Gran Reina;;;;;;;;;;;;;

tribal_barony_of_north_mexican;Tribu de;;;;;;;;;;;;;x
tribal_county_of_north_mexican;Jefatura de;;;;;;;;;;;;;x
tribal_duchy_of_north_mexican;Cacicazgo de;;;;;;;;;;;;;x
tribal_kingdom_of_north_mexican;Reino de;;;;;;;;;;;;;x
tribal_empire_of_north_mexican;Reino de;;;;;;;;;;;;;x

# Centroamericano

tribal_baron_centroamericano;Líder;;;;;;;;;;;;;x
tribal_baron_female_centroamericano;Lideresa;;;;;;;;;;;;;x
tribal_count_centroamericano;Jefe;;;;;;;;;;;;;x
tribal_count_female_centroamericano;Jefa;;;;;;;;;;;;;x
tribal_duke_centroamericano;Cacique;;;;;;;;;;;;;x
tribal_duke_female_centroamericano;Caciquesa;;;;;;;;;;;;;x
tribal_king_centroamericano;Rey;;;;;;;;;;;;;x
tribal_king_female_centroamericano;Rey;;;;;;;;;;;;;x
tribal_emperor_centroamericano;Gran Rey;;;;;;;;;;;;;x
tribal_emperor_female_centroamericano;Gran Reina;;;;;;;;;;;;;

tribal_barony_of_centroamericano;Tribu de;;;;;;;;;;;;;x
tribal_county_of_centroamericano;Jefatura de;;;;;;;;;;;;;x
tribal_duchy_of_centroamericano;Cacicazgo de;;;;;;;;;;;;;x
tribal_kingdom_of_centroamericano;Reino de;;;;;;;;;;;;;x
tribal_empire_of_centroamericano;Reino de;;;;;;;;;;;;;x

# Chilango
baron_chilangos;Barón;;;;;;;;;x
baron_female_chilangos;Baronesa;;;;;;;;;x
barony_of_chilangos;Baronía de;;;;;;;;;x
count_chilangos;Conde;;;;;;;;;x
count_female_chilangos;Condesa;;;;;;;;;x
county_of_chilangos;Condado de;;;;;;;;;;x
duke_chilangos;Príncipe;;;;;;;;;x
duke_female_chilangos;Princesa;;;;;;;;;x
duchy_of_chilangos;Principado de;;;;;;;;;x
king_chilangos;Arcipríncipe;;;;;;;;;x
king_female_chilangos;Arciprincesa;;;;;;;;;x
kingdom_of_chilangos;Arciprincipado de;;;;;;;;;x
emperor_chilangos;Emperador;;;;;;;;;x
emperor_female_chilangos;Emperatriz;;;;;;;;;x
empire_of_chilangos;Imperio de;;;;;;;;;x

# Abajeno
baron_norteabajeno;Barón;;;;;;;;;x
baron_female_norteabajeno;Baronesa;;;;;;;;;x
barony_of_norteabajeno;Baronía de;;;;;;;;;x
count_norteabajeno;Conde;;;;;;;;;x
count_female_norteabajeno;Condesa;;;;;;;;;x
county_of_norteabajeno;Condado de;;;;;;;;;;x
duke_norteabajeno;Príncipe;;;;;;;;;x
duke_female_norteabajeno;Princesa;;;;;;;;;x
duchy_of_norteabajeno;Principado de;;;;;;;;;x
king_norteabajeno;Arcipríncipe;;;;;;;;;x
king_female_norteabajeno;Arciprincesa;;;;;;;;;x
kingdom_of_norteabajeno;Arciprincipado de;;;;;;;;;x
emperor_norteabajeno;Emperador;;;;;;;;;x
emperor_female_norteabajeno;Emperatriz;;;;;;;;;x
empire_of_norteabajeno;Imperio de;;;;;;;;;x

# Calentano
baron_sudabajeno;Barón;;;;;;;;;x
baron_female_sudabajeno;Baronesa;;;;;;;;;x
barony_of_sudabajeno;Baronía de;;;;;;;;;x
count_sudabajeno;Conde;;;;;;;;;x
count_female_sudabajeno;Condesa;;;;;;;;;x
county_of_sudabajeno;Condado de;;;;;;;;;;x
duke_sudabajeno;Príncipe;;;;;;;;;x
duke_female_sudabajeno;Princesa;;;;;;;;;x
duchy_of_sudabajeno;Principado de;;;;;;;;;x
king_sudabajeno;Arcipríncipe;;;;;;;;;x
king_female_sudabajeno;Arciprincesa;;;;;;;;;x
kingdom_of_sudabajeno;Arciprincipado de;;;;;;;;;x
emperor_sudabajeno;Emperador;;;;;;;;;x
emperor_female_sudabajeno;Emperatriz;;;;;;;;;x
empire_of_sudabajeno;Imperio de;;;;;;;;;x

# Tapatio
baron_ocaseno;Barón;;;;;;;;;x
baron_female_ocaseno;Baronesa;;;;;;;;;x
barony_of_ocaseno;Baronía de;;;;;;;;;x
count_ocaseno;Conde;;;;;;;;;x
count_female_ocaseno;Condesa;;;;;;;;;x
county_of_ocaseno;Condado de;;;;;;;;;;x
duke_ocaseno;Príncipe;;;;;;;;;x
duke_female_ocaseno;Princesa;;;;;;;;;x
duchy_of_ocaseno;Principado de;;;;;;;;;x
king_ocaseno;Arcipríncipe;;;;;;;;;x
king_female_ocaseno;Arciprincesa;;;;;;;;;x
kingdom_of_ocaseno;Arciprincipado de;;;;;;;;;x
emperor_ocaseno;Emperador;;;;;;;;;x
emperor_female_ocaseno;Emperatriz;;;;;;;;;x
empire_of_ocaseno;Imperio de;;;;;;;;;x

#WILD MEXICAN TITLES

# Fronterizo
baron_fronterizo;Barón;;;;;;;;;x
baron_female_fronterizo;Baronesa;;;;;;;;;x
barony_of_fronterizo;Baronía de;;;;;;;;;x
count_fronterizo;Conde;;;;;;;;;x
count_female_fronterizo;Condesa;;;;;;;;;x
county_of_fronterizo;Condado de;;;;;;;;;;x
duke_fronterizo;Duque;;;;;;;;;x
duke_female_fronterizo;Duquesa;;;;;;;;;x
duchy_of_fronterizo;Ducado de;;;;;;;;;x
king_fronterizo;Rey;;;;;;;;;x
king_female_fronterizo;Reina;;;;;;;;;x
kingdom_of_fronterizo;Reino de;;;;;;;;;x
emperor_fronterizo;Emperador;;;;;;;;;x
emperor_female_fronterizo;Emperatriz;;;;;;;;;x
empire_of_fronterizo;Imperio de;;;;;;;;;x

# Jarocho
baron_ribereno;Barón;;;;;;;;;x
baron_female_ribereno;Baronesa;;;;;;;;;x
barony_of_ribereno;Baronía de;;;;;;;;;x
count_ribereno;Conde;;;;;;;;;x
count_female_ribereno;Condesa;;;;;;;;;x
county_of_ribereno;Condado de;;;;;;;;;;x
duke_ribereno;Duque;;;;;;;;;x
duke_female_ribereno;Duquesa;;;;;;;;;x
duchy_of_ribereno;Ducado de;;;;;;;;;x
king_ribereno;Rey;;;;;;;;;x
king_female_ribereno;Reina;;;;;;;;;x
kingdom_of_ribereno;Reino de;;;;;;;;;x
emperor_ribereno;Emperador;;;;;;;;;x
emperor_female_ribereno;Emperatriz;;;;;;;;;x
empire_of_ribereno;Imperio de;;;;;;;;;x

# Fraylescano
baron_oaxaqueno;Barón;;;;;;;;;x
baron_female_oaxaqueno;Baronesa;;;;;;;;;x
barony_of_oaxaqueno;Baronía de;;;;;;;;;x
count_oaxaqueno;Conde;;;;;;;;;x
count_female_oaxaqueno;Condesa;;;;;;;;;x
county_of_oaxaqueno;Condado de;;;;;;;;;;x
duke_oaxaqueno;Duque;;;;;;;;;x
duke_female_oaxaqueno;Duquesa;;;;;;;;;x
duchy_of_oaxaqueno;Ducado de;;;;;;;;;x
king_oaxaqueno;Rey;;;;;;;;;x
king_female_oaxaqueno;Reina;;;;;;;;;x
kingdom_of_oaxaqueno;Reino de;;;;;;;;;x
emperor_oaxaqueno;Emperador;;;;;;;;;x
emperor_female_oaxaqueno;Emperatriz;;;;;;;;;x
empire_of_oaxaqueno;Imperio de;;;;;;;;;x

# Yucatanense
baron_yucatanense;Barón;;;;;;;;;x
baron_female_yucatanense;Baronesa;;;;;;;;;x
barony_of_yucatanense;Baronía de;;;;;;;;;x
count_yucatanense;Conde;;;;;;;;;x
count_female_yucatanense;Condesa;;;;;;;;;x
county_of_yucatanense;Condado de;;;;;;;;;;x
duke_yucatanense;Duque;;;;;;;;;x
duke_female_yucatanense;Duquesa;;;;;;;;;x
duchy_of_yucatanense;Ducado de;;;;;;;;;x
king_yucatanense;Rey;;;;;;;;;x
king_female_yucatanense;Reina;;;;;;;;;x
kingdom_of_yucatanense;Reino de;;;;;;;;;x
emperor_yucatanense;Emperador;;;;;;;;;x
emperor_female_yucatanense;Emperatriz;;;;;;;;;x
empire_of_yucatanense;Imperio de;;;;;;;;;x

# North Mexican (the whole group)
baron_north_mexican;Barón;;;;;;;;;x
baron_female_north_mexican;Baronesa;;;;;;;;;x
barony_of_north_mexican;Baronía de;;;;;;;;;x
count_north_mexican;Conde;;;;;;;;;x
count_female_north_mexican;Condesa;;;;;;;;;x
county_of_north_mexican;Condado de;;;;;;;;;;x
duke_north_mexican;Duque;;;;;;;;;x
duke_female_north_mexican;Duquesa;;;;;;;;;x
duchy_of_north_mexican;Ducado de;;;;;;;;;x
king_north_mexican;Rey;;;;;;;;;x
king_female_north_mexican;Reina;;;;;;;;;x
kingdom_of_north_mexican;Reino de;;;;;;;;;x
emperor_north_mexican;Emperador;;;;;;;;;x
emperor_female_north_mexican;Emperatriz;;;;;;;;;x
empire_of_north_mexican;Imperio de;;;;;;;;;x

# Centroamericano (the whole group)
baron_centroamericano;Barón;;;;;;;;;x
baron_female_centroamericano;Baronesa;;;;;;;;;x
barony_of_centroamericano;Baronía de;;;;;;;;;x
count_centroamericano;Conde;;;;;;;;;x
count_female_centroamericano;Condesa;;;;;;;;;x
county_of_centroamericano;Condado de;;;;;;;;;;x
duke_centroamericano;Duque;;;;;;;;;x
duke_female_centroamericano;Duquesa;;;;;;;;;x
duchy_of_centroamericano;Ducado de;;;;;;;;;x
king_centroamericano;Rey;;;;;;;;;x
king_female_centroamericano;Reina;;;;;;;;;x
kingdom_of_centroamericano;Reino de;;;;;;;;;x
emperor_centroamericano;Emperador;;;;;;;;;x
emperor_female_centroamericano;Emperatriz;;;;;;;;;x
empire_of_centroamericano;Imperio de;;;;;;;;;x

# Mascogo
baron_mascogo;Barón;;;;;;;;;x
baron_female_mascogo;Baronesa;;;;;;;;;x
barony_of_mascogo;Baronía de;;;;;;;;;x
count_mascogo;Conde;;;;;;;;;x
count_female_mascogo;Condesa;;;;;;;;;x
county_of_mascogo;Condado de;;;;;;;;;;x
duke_mascogo;Duque;;;;;;;;;x
duke_female_mascogo;Duquesa;;;;;;;;;x
duchy_of_mascogo;Ducado de;;;;;;;;;x
king_mascogo;Rey;;;;;;;;;x
king_female_mascogo;Reina;;;;;;;;;x
kingdom_of_mascogo;Reino de;;;;;;;;;x
emperor_mascogo;Emperador;;;;;;;;;x
emperor_female_mascogo;Emperatriz;;;;;;;;;x
empire_of_mascogo;Imperio de;;;;;;;;;x

#CITY

#Mexicano
city_baron_mexicano;Síndico;;;;;;;;;x
city_baron_female_mexicano;Síndica;;;;;;;;;x
city_barony_of_mexicano;Ayuntamiento de;;;;;;;;;x
city_count_mexicano;Alcalde;;;;;;;;;x
city_count_female_mexicano;Alcaldesa;;;;;;;;;x
city_county_of_mexicano;Municipio de;;;;;;;;;;x
city_duke_mexicano;Gobernador;;;;;;;;;x
city_duke_female_mexicano;Gobernadora;;;;;;;;;x
city_duchy_of_mexicano;Provincia de;;;;;;;;;x
city_king_mexicano;Presidente;;;;;;;;;x
city_king_female_mexicano;Presidenta;;;;;;;;;x
city_kingdom_of_mexicano;Liga de;;;;;;;;;x
city_emperor_mexicano;Benemérito;;;;;;;;;x
city_emperor_female_mexicano;Benemérita;;;;;;;;;x
city_empire_of_mexicano;República de;;;;;;;;;x

# North Mexican
city_baron_north_mexican;Síndico;;;;;;;;;x
city_baron_female_north_mexican;Síndica;;;;;;;;;x
city_barony_of_north_mexican;Ayuntamiento de;;;;;;;;;x
city_count_north_mexican;Alcalde;;;;;;;;;x
city_count_female_north_mexican;Alcaldesa;;;;;;;;;x
city_county_of_north_mexican;Municipio de;;;;;;;;;;x
city_duke_north_mexican;Gobernador;;;;;;;;;x
city_duke_female_north_mexican;Gobernadora;;;;;;;;;x
city_duchy_of_north_mexican;Provincia de;;;;;;;;;x
city_king_north_mexican;Presidente;;;;;;;;;x
city_king_female_north_mexican;Presidenta;;;;;;;;;x
city_kingdom_of_north_mexican;Liga de;;;;;;;;;x
city_emperor_north_mexican;Benemérito;;;;;;;;;x
city_emperor_female_north_mexican;Benemérita;;;;;;;;;x
city_empire_of_north_mexican;República de;;;;;;;;;x

# Centroamericano
city_baron_centroamericano;Síndico;;;;;;;;;x
city_baron_female_centroamericano;Síndica;;;;;;;;;x
city_barony_of_centroamericano;Ayuntamiento de;;;;;;;;;x
city_count_centroamericano;Alcalde;;;;;;;;;x
city_count_female_centroamericano;Alcaldesa;;;;;;;;;x
city_county_of_centroamericano;Municipio de;;;;;;;;;;x
city_duke_centroamericano;Gobernador;;;;;;;;;x
city_duke_female_centroamericano;Gobernadora;;;;;;;;;x
city_duchy_of_centroamericano;Provincia de;;;;;;;;;x
city_king_centroamericano;Presidente;;;;;;;;;x
city_king_female_centroamericano;Presidenta;;;;;;;;;x
city_kingdom_of_centroamericano;Liga de;;;;;;;;;x
city_emperor_centroamericano;Benemérito;;;;;;;;;x
city_emperor_female_centroamericano;Benemérita;;;;;;;;;x
city_empire_of_centroamericano;República de;;;;;;;;;x

#OLIREP

#Mexicano
oligarchic_republic_baron_mexicano;Síndico;;;;;;;;;x
oligarchic_republic_baron_female_mexicano;Síndica;;;;;;;;;x
oligarchic_republic_barony_of_mexicano;Ayuntamiento de;;;;;;;;;x
oligarchic_republic_count_mexicano;Alcalde;;;;;;;;;x
oligarchic_republic_count_female_mexicano;Alcaldesa;;;;;;;;;x
oligarchic_republic_county_of_mexicano;Municipio de;;;;;;;;;;x
oligarchic_republic_duke_mexicano;Gobernador;;;;;;;;;x
oligarchic_republic_duke_female_mexicano;Gobernadora;;;;;;;;;x
oligarchic_republic_duchy_of_mexicano;Provincia de;;;;;;;;;x
oligarchic_republic_king_mexicano;Presidente;;;;;;;;;x
oligarchic_republic_king_female_mexicano;Presidenta;;;;;;;;;x
oligarchic_republic_kingdom_of_mexicano;Liga de;;;;;;;;;x
oligarchic_republic_emperor_mexicano;Benemérito;;;;;;;;;x
oligarchic_republic_emperor_female_mexicano;Benemérita;;;;;;;;;x
oligarchic_republic_empire_of_mexicano;República de;;;;;;;;;x

# North Mexican
oligarchic_republic_baron_north_mexican;Síndico;;;;;;;;;x
oligarchic_republic_baron_female_north_mexican;Síndica;;;;;;;;;x
oligarchic_republic_barony_of_north_mexican;Ayuntamiento de;;;;;;;;;x
oligarchic_republic_count_north_mexican;Alcalde;;;;;;;;;x
oligarchic_republic_count_female_north_mexican;Alcaldesa;;;;;;;;;x
oligarchic_republic_county_of_north_mexican;Municipio de;;;;;;;;;;x
oligarchic_republic_duke_north_mexican;Gobernador;;;;;;;;;x
oligarchic_republic_duke_female_north_mexican;Gobernadora;;;;;;;;;x
oligarchic_republic_duchy_of_north_mexican;Provincia de;;;;;;;;;x
oligarchic_republic_king_north_mexican;Presidente;;;;;;;;;x
oligarchic_republic_king_female_north_mexican;Presidenta;;;;;;;;;x
oligarchic_republic_kingdom_of_north_mexican;Liga de;;;;;;;;;x
oligarchic_republic_emperor_north_mexican;Benemérito;;;;;;;;;x
oligarchic_republic_emperor_female_north_mexican;Benemérita;;;;;;;;;x
oligarchic_republic_empire_of_north_mexican;República de;;;;;;;;;x

# Centroamericano
oligarchic_republic_baron_centroamericano;Síndico;;;;;;;;;x
oligarchic_republic_baron_female_centroamericano;Síndica;;;;;;;;;x
oligarchic_republic_barony_of_centroamericano;Ayuntamiento de;;;;;;;;;x
oligarchic_republic_count_centroamericano;Alcalde;;;;;;;;;x
oligarchic_republic_count_female_centroamericano;Alcaldesa;;;;;;;;;x
oligarchic_republic_county_of_centroamericano;Municipio de;;;;;;;;;;x
oligarchic_republic_duke_centroamericano;Gobernador;;;;;;;;;x
oligarchic_republic_duke_female_centroamericano;Gobernadora;;;;;;;;;x
oligarchic_republic_duchy_of_centroamericano;Provincia de;;;;;;;;;x
oligarchic_republic_king_centroamericano;Presidente;;;;;;;;;x
oligarchic_republic_king_female_centroamericano;Presidenta;;;;;;;;;x
oligarchic_republic_kingdom_of_centroamericano;Liga de;;;;;;;;;x
oligarchic_republic_emperor_centroamericano;Benemérito;;;;;;;;;x
oligarchic_republic_emperor_female_centroamericano;Benemérita;;;;;;;;;x
oligarchic_republic_empire_of_centroamericano;República de de;;;;;;;;;x

######################################

# MAYAN CULTURAL TITLES
# Current group names are using Yucatec Maya

# Mayan group

#feudal
baron_mayan;Tatich;;;;;;;;;x
baron_female_mayan;X-Tatich;;;;;;;;;x
barony_of_mayan;Ba'alba;;;;;;;;;x
count_mayan;Batab;;;;;;;;;x
count_female_mayan;X-Batab;;;;;;;;;x
county_of_mayan;Batabil;;;;;;;;;;x
duke_mayan;Jalach Wíinik;;;;;;;;;x
duke_female_mayan;Jalach Ko'olel;;;;;;;;;x
duchy_of_mayan;Kuchkabal;;;;;;;;;x
king_mayan;Ajaw;;;;;;;;;x
king_female_mayan;X-Ajaw;;;;;;;;;x
kingdom_of_mayan;Ajawiil;;;;;;;;;x
emperor_mayan;Yuum Ajaw;;;;;;;;;x
emperor_female_mayan;Xunáan Ajaw;;;;;;;;;x
empire_of_mayan;Láakam;;;;;;;;;x

# republican

city_baron_mayan;Aj Nat Be;;;;;;;;;x
city_baron_female_mayan;X-Nat Be;;;;;;;;;x
city_barony_of_mayan;Ayuntamiento de;;;;;;;;;x
city_count_mayan;Aj Beelmal;;;;;;;;;x
city_count_female_mayan;X-Beelmal;;;;;;;;;x
city_county_of_mayan;Mek'tan Kaajil;;;;;;;;;;x
city_duke_mayan;Aj Belnal;;;;;;;;;x
city_duke_female_mayan;X-Belnal;;;;;;;;;x
city_duchy_of_mayan;Mek'tan Mail;;;;;;;;;x
city_king_mayan;Jalach Wíinik;;;;;;;;;x
city_king_female_mayan;Jalach Ko'olel;;;;;;;;;x
city_kingdom_of_mayan;Péetlu'umil;;;;;;;;;x
city_emperor_mayan;Ajaw;;;;;;;;;x
city_emperor_female_mayan;X-Ajaw;;;;;;;;;x
city_empire_of_mayan;K'aax T'aan;;;;;;;;;x

oligarchic_republic_baron_mayan;Aj Nat Be;;;;;;;;;x
oligarchic_republic_baron_female_mayan;X-Nat Be;;;;;;;;;x
oligarchic_republic_barony_of_mayan;Ayuntamiento de;;;;;;;;;x
oligarchic_republic_count_mayan;Aj Beelmal;;;;;;;;;x
oligarchic_republic_count_female_mayan;X-Beelmal;;;;;;;;;x
oligarchic_republic_county_of_mayan;Mek'tan Kaajil;;;;;;;;;;x
oligarchic_republic_duke_mayan;Aj Belnal;;;;;;;;;x
oligarchic_republic_duke_female_mayan;X-Belnal;;;;;;;;;x
oligarchic_republic_duchy_of_mayan;Mek'tan Mail;;;;;;;;;x
oligarchic_republic_king_mayan;Jalach Wíinik;;;;;;;;;x
oligarchic_republic_king_female_mayan;Jalach Ko'olel;;;;;;;;;x
oligarchic_republic_kingdom_of_mayan;Péetlu'umil;;;;;;;;;x
oligarchic_republic_emperor_mayan;Ajaw;;;;;;;;;x
oligarchic_republic_emperor_female_mayan;X-Ajaw;;;;;;;;;x
oligarchic_republic_empire_of_mayan;K'aax T'aan;;;;;;;;;x

tribal_baron_mexicano;Jo'olil;;;;;;;;;;;;;x
tribal_baron_female_mexicano;Jo'olil;;;;;;;;;;;;;x
tribal_count_mexicano;Jo'olpóop;;;;;;;;;;;;;x
tribal_count_female_mexicano;X-Jo'olpóop;;;;;;;;;;;;;x
tribal_duke_mexicano;Tatich;;;;;;;;;;;;;x
tribal_duke_female_mexicano;X-Tatich;;;;;;;;;;;;;x
tribal_king_mexicano;Jalach Wíinik;;;;;;;;;;;;;x
tribal_king_female_mexicano;Jalach Ko'olel;;;;;;;;;;;;;x
tribal_emperor_mexicano;Ajaw;;;;;;;;;;;;;x
tribal_emperor_female_mexicano;X-Ajaw;;;;;;;;;;;;;

tribal_barony_of_mexicano;Kaaj;;;;;;;;;;;;;x
tribal_county_of_mexicano;Ma'akil;;;;;;;;;;;;;x
tribal_duchy_of_mexicano;Cacicazgo de;;;;;;;;;;;;;x
tribal_kingdom_of_mexicano;Reino de;;;;;;;;;;;;;x
tribal_empire_of_mexicano;Reino de;;;;;;;;;;;;;x

######################################

laurentine_anglo;Laurentian;;;;;;;;;;;x
motorman;Motorman;;;;;;;;;;;x
firelander;Firelander;;;;;;;;;;;x
peninsularo;Bajeño;;;;;;;;;;;x
yeronian;Yeronian;;;;;;;;;;;x
ontarois;Ontarois;;;;;;;;;;;x
canjabi;Canjabi;;;;;;;;;;;x
amero_brythonic;Amero-Brythonic;;;;;;;;;;;x
indo_canadian_group;Indo-Canadian;;;;;;;;;;;x
montrealais;Montréalais;;;;;;;;;;;x
siouan;Siouan;;;;;;;;;;;x
issa;Issa;;;;;;;;;;;x
lumbee;Lumbee;;;;;;;;;;;x
anigiduwagi;Anigiduwagi;;;;;;;;;;;x
melungeon;Melung'n;;;;;;;;;;;x
nordien;Nordien;;;;;;;;;;;x
ohiwyr;Ohiwyr;;;;;;;;;;;x
amero_goidelic;Amero-Goidelic;;;;;;;;;;;x
amero_goidelic_FEATURES;§Y*§! Has access to the Tanistry succession law.;§Y*§! Permet la loi de succession par tanistrie.;§Y*§! Hat Zugang zur Erbfolge durch Thanwahl.;;§Y*§! Tiene acceso a la ley de sucesión de tanistry.;;;;;;;;;x
taconinach;Taconinach;;;;;;;;;;;x
brettonnach;Brettonnach;;;;;;;;;;;x
mayan;Mayan;;;;;;;;;;;x
amero_sinitic;Amero-Sinitic;;;;;;;;;;;x
amero_sinitic_FEATURES;§Y*§! Can Castrate prisoners.;;;;;;;;;;;x
ny_asian;Donghai'anren;;;;;;;;;;;x
rostlander;Rostlander;;;;;;;;;;;x
afronortherner;Afro-Northerner;;;;;;;;;;;x
