secret_religious_society_voodun_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_voodun_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_voodun;The [voodun.GetName] Faithful;Fidèles [voodun.GetName]s;Die [voodun.GetName]en Gläubigen;;Creyentes [voodun.GetName]s;;;;;;;;;x
secretly_convert_to_voodun_holy_site;Secretly Convert to [voodun.GetName];Adopter en secret la foi [voodun.GetName];Heimlich zum [voodun.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [voodun.GetName];;;;;;;;;x
secretly_convert_to_voodun_holy_site_desc;The §Y[voodun.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[voodun.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[voodun.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[voodun.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_haiti_voodoo;[GetReligiousCommunityName_haiti_voodoo];[GetReligiousCommunityName_haiti_voodoo];[GetReligiousCommunityName_haiti_voodoo];;[GetReligiousCommunityName_haiti_voodoo];;;;;;;;;x
secret_religious_society_haiti_voodoo_desc;[GetReligiousSocietyDesc_haiti_voodoo];[GetReligiousSocietyDesc_haiti_voodoo];[GetReligiousSocietyDesc_haiti_voodoo];;[GetReligiousSocietyDesc_haiti_voodoo];;;;;;;;;x
secret_religious_society_haiti_voodoo_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_haiti_voodoo_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_haiti_voodoo;The [haiti_voodoo.GetName] Faithful;Fidèles [haiti_voodoo.GetName]s;Die [haiti_voodoo.GetName]en Gläubigen;;Creyentes [haiti_voodoo.GetName]s;;;;;;;;;x
secretly_convert_to_haiti_voodoo_holy_site;Secretly Convert to [haiti_voodoo.GetName];Adopter en secret la foi [haiti_voodoo.GetName];Heimlich zum [haiti_voodoo.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [haiti_voodoo.GetName];;;;;;;;;x
secretly_convert_to_haiti_voodoo_holy_site_desc;The §Y[haiti_voodoo.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[haiti_voodoo.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[haiti_voodoo.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[haiti_voodoo.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_united_church;[GetReligiousCommunityName_united_church];[GetReligiousCommunityName_united_church];[GetReligiousCommunityName_united_church];;[GetReligiousCommunityName_united_church];;;;;;;;;x
secret_religious_society_united_church_desc;[GetReligiousSocietyDesc_united_church];[GetReligiousSocietyDesc_united_church];[GetReligiousSocietyDesc_united_church];;[GetReligiousSocietyDesc_united_church];;;;;;;;;x
secret_religious_society_united_church_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_united_church_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_united_church;The [united_church.GetName] Faithful;Fidèles [united_church.GetName]s;Die [united_church.GetName]en Gläubigen;;Creyentes [united_church.GetName]s;;;;;;;;;x
secretly_convert_to_united_church_holy_site;Secretly Convert to [united_church.GetName];Adopter en secret la foi [united_church.GetName];Heimlich zum [united_church.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [united_church.GetName];;;;;;;;;x
secretly_convert_to_united_church_holy_site_desc;The §Y[united_church.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[united_church.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[united_church.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[united_church.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_moravian;[GetReligiousCommunityName_moravian];[GetReligiousCommunityName_moravian];[GetReligiousCommunityName_moravian];;[GetReligiousCommunityName_moravian];;;;;;;;;x
secret_religious_society_moravian_desc;[GetReligiousSocietyDesc_moravian];[GetReligiousSocietyDesc_moravian];[GetReligiousSocietyDesc_moravian];;[GetReligiousSocietyDesc_moravian];;;;;;;;;x
secret_religious_society_moravian_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_moravian_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_moravian;The [moravian.GetName] Faithful;Fidèles [moravian.GetName]s;Die [moravian.GetName]en Gläubigen;;Creyentes [moravian.GetName]s;;;;;;;;;x
secretly_convert_to_moravian_holy_site;Secretly Convert to [moravian.GetName];Adopter en secret la foi [moravian.GetName];Heimlich zum [moravian.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [moravian.GetName];;;;;;;;;x
secretly_convert_to_moravian_holy_site_desc;The §Y[moravian.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[moravian.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[moravian.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[moravian.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_uniate;[GetReligiousCommunityName_uniate];[GetReligiousCommunityName_uniate];[GetReligiousCommunityName_uniate];;[GetReligiousCommunityName_uniate];;;;;;;;;x
secret_religious_society_uniate_desc;[GetReligiousSocietyDesc_uniate];[GetReligiousSocietyDesc_uniate];[GetReligiousSocietyDesc_uniate];;[GetReligiousSocietyDesc_uniate];;;;;;;;;x
secret_religious_society_uniate_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_uniate_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_uniate;The [uniate.GetName] Faithful;Fidèles [uniate.GetName]s;Die [uniate.GetName]en Gläubigen;;Creyentes [uniate.GetName]s;;;;;;;;;x
secretly_convert_to_uniate_holy_site;Secretly Convert to [uniate.GetName];Adopter en secret la foi [uniate.GetName];Heimlich zum [uniate.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [uniate.GetName];;;;;;;;;x
secretly_convert_to_uniate_holy_site_desc;The §Y[uniate.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[uniate.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[uniate.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[uniate.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_triumphant;[GetReligiousCommunityName_triumphant];[GetReligiousCommunityName_triumphant];[GetReligiousCommunityName_triumphant];;[GetReligiousCommunityName_triumphant];;;;;;;;;x
secret_religious_society_triumphant_desc;[GetReligiousSocietyDesc_triumphant];[GetReligiousSocietyDesc_triumphant];[GetReligiousSocietyDesc_triumphant];;[GetReligiousSocietyDesc_triumphant];;;;;;;;;x
secret_religious_society_triumphant_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_triumphant_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_triumphant;The [triumphant.GetName] Faithful;Fidèles [triumphant.GetName]s;Die [triumphant.GetName]en Gläubigen;;Creyentes [triumphant.GetName]s;;;;;;;;;x
secretly_convert_to_triumphant_holy_site;Secretly Convert to [triumphant.GetName];Adopter en secret la foi [triumphant.GetName];Heimlich zum [triumphant.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [triumphant.GetName];;;;;;;;;x
secretly_convert_to_triumphant_holy_site_desc;The §Y[triumphant.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[triumphant.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[triumphant.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[triumphant.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_trinitarian;[GetReligiousCommunityName_trinitarian];[GetReligiousCommunityName_trinitarian];[GetReligiousCommunityName_trinitarian];;[GetReligiousCommunityName_trinitarian];;;;;;;;;x
secret_religious_society_trinitarian_desc;[GetReligiousSocietyDesc_trinitarian];[GetReligiousSocietyDesc_trinitarian];[GetReligiousSocietyDesc_trinitarian];;[GetReligiousSocietyDesc_trinitarian];;;;;;;;;x
secret_religious_society_trinitarian_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_trinitarian_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_trinitarian;The [trinitarian.GetName] Faithful;Fidèles [trinitarian.GetName]s;Die [trinitarian.GetName]en Gläubigen;;Creyentes [trinitarian.GetName]s;;;;;;;;;x
secretly_convert_to_trinitarian_holy_site;Secretly Convert to [trinitarian.GetName];Adopter en secret la foi [trinitarian.GetName];Heimlich zum [trinitarian.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [trinitarian.GetName];;;;;;;;;x
secretly_convert_to_trinitarian_holy_site_desc;The §Y[trinitarian.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[trinitarian.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[trinitarian.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[trinitarian.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_thaddean;[GetReligiousCommunityName_thaddean];[GetReligiousCommunityName_thaddean];[GetReligiousCommunityName_thaddean];;[GetReligiousCommunityName_thaddean];;;;;;;;;x
secret_religious_society_thaddean_desc;[GetReligiousSocietyDesc_thaddean];[GetReligiousSocietyDesc_thaddean];[GetReligiousSocietyDesc_thaddean];;[GetReligiousSocietyDesc_thaddean];;;;;;;;;x
secret_religious_society_thaddean_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_thaddean_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_thaddean;The [thaddean.GetName] Faithful;Fidèles [thaddean.GetName]s;Die [thaddean.GetName]en Gläubigen;;Creyentes [thaddean.GetName]s;;;;;;;;;x
secretly_convert_to_thaddean_holy_site;Secretly Convert to [thaddean.GetName];Adopter en secret la foi [thaddean.GetName];Heimlich zum [thaddean.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [thaddean.GetName];;;;;;;;;x
secretly_convert_to_thaddean_holy_site_desc;The §Y[thaddean.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[thaddean.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[thaddean.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[thaddean.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_templarist;[GetReligiousCommunityName_templarist];[GetReligiousCommunityName_templarist];[GetReligiousCommunityName_templarist];;[GetReligiousCommunityName_templarist];;;;;;;;;x
secret_religious_society_templarist_desc;[GetReligiousSocietyDesc_templarist];[GetReligiousSocietyDesc_templarist];[GetReligiousSocietyDesc_templarist];;[GetReligiousSocietyDesc_templarist];;;;;;;;;x
secret_religious_society_templarist_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_templarist_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_templarist;The [templarist.GetName] Faithful;Fidèles [templarist.GetName]s;Die [templarist.GetName]en Gläubigen;;Creyentes [templarist.GetName]s;;;;;;;;;x
secretly_convert_to_templarist_holy_site;Secretly Convert to [templarist.GetName];Adopter en secret la foi [templarist.GetName];Heimlich zum [templarist.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [templarist.GetName];;;;;;;;;x
secretly_convert_to_templarist_holy_site_desc;The §Y[templarist.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[templarist.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[templarist.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[templarist.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_eucharistic;[GetReligiousCommunityName_eucharistic];[GetReligiousCommunityName_eucharistic];[GetReligiousCommunityName_eucharistic];;[GetReligiousCommunityName_eucharistic];;;;;;;;;x
secret_religious_society_eucharistic_desc;[GetReligiousSocietyDesc_eucharistic];[GetReligiousSocietyDesc_eucharistic];[GetReligiousSocietyDesc_eucharistic];;[GetReligiousSocietyDesc_eucharistic];;;;;;;;;x
secret_religious_society_eucharistic_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_eucharistic_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_eucharistic;The [eucharistic.GetName] Faithful;Fidèles [eucharistic.GetName]s;Die [eucharistic.GetName]en Gläubigen;;Creyentes [eucharistic.GetName]s;;;;;;;;;x
secretly_convert_to_eucharistic_holy_site;Secretly Convert to [eucharistic.GetName];Adopter en secret la foi [eucharistic.GetName];Heimlich zum [eucharistic.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [eucharistic.GetName];;;;;;;;;x
secretly_convert_to_eucharistic_holy_site_desc;The §Y[eucharistic.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[eucharistic.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[eucharistic.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[eucharistic.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_televangelical;[GetReligiousCommunityName_televangelical];[GetReligiousCommunityName_televangelical];[GetReligiousCommunityName_televangelical];;[GetReligiousCommunityName_televangelical];;;;;;;;;x
secret_religious_society_televangelical_desc;[GetReligiousSocietyDesc_televangelical];[GetReligiousSocietyDesc_televangelical];[GetReligiousSocietyDesc_televangelical];;[GetReligiousSocietyDesc_televangelical];;;;;;;;;x
secret_religious_society_televangelical_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_televangelical_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_televangelical;The [televangelical.GetName] Faithful;Fidèles [televangelical.GetName]s;Die [televangelical.GetName]en Gläubigen;;Creyentes [televangelical.GetName]s;;;;;;;;;x
secretly_convert_to_televangelical_holy_site;Secretly Convert to [televangelical.GetName];Adopter en secret la foi [televangelical.GetName];Heimlich zum [televangelical.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [televangelical.GetName];;;;;;;;;x
secretly_convert_to_televangelical_holy_site_desc;The §Y[televangelical.GetName]§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Y[televangelical.GetName]§! qui affluent vers le site saint en §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté[Root.Get_E] de me convertir en secret...;Die §Y[televangelical.GetName]istischen§! Pilger in §Y[Root.Location.GetName]§! beeindrucken mich durch die Tiefe und die Leidenschaft ihres Glaubens. Ich bin versucht, heimlich zu konvertieren ...;;Los peregrinos §Y[televangelical.GetName]§! que acuden en masa al lugar sagrado en §Y[Root.Location.GetName]§! me impresionan con la profundidad y la pasión de su fe. Me tienta convertirme en secreto...;;;;;;;;;x

secret_religious_society_technopolitan;[GetReligiousCommunityName_technopolitan];[GetReligiousCommunityName_technopolitan];[GetReligiousCommunityName_technopolitan];;[GetReligiousCommunityName_technopolitan];;;;;;;;;x
secret_religious_society_technopolitan_desc;[GetReligiousSocietyDesc_technopolitan];[GetReligiousSocietyDesc_technopolitan];[GetReligiousSocietyDesc_technopolitan];;[GetReligiousSocietyDesc_technopolitan];;;;;;;;;x
secret_religious_society_technopolitan_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_technopolitan_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
alt_start_community_name_technopolitan;The [technopolitan.GetName] Faithful;Fidèles [technopolitan.GetName]s;Die [technopolitan.GetName]en Gläubigen;;Creyentes [technopolitan.GetName]s;;;;;;;;;x
secretly_convert_to_technopolitan_holy_site;Secretly Convert to [technopolitan.GetName];Adopter en secret la foi [technopolitan.GetName];Heimlich zum [technopolitan.GetName] Glauben konvertieren;;Convertirse en secreto a la religión [technopolitan.GetName];;;;;;;;;x
