RETTYPE_SYNTH_CYBREX1;Alien Drone Volunteers;;;;;;;;;;;;;x
RETTYPE_SYNTH_CYBREX2;Cybrex Warframes;;;;;;;;;;;;;x
RETTYPE_SYNTH_TITAN;Giant Warform;;;;;;;;;;;;;x

# Animal World
RETTYPE_CUL_HORSE;Horse;Cheval;Pferd;;Caballo;;;;;;;;;x
RETTYPE_CUL_CAT;Fearless Feline;Félin intrépide;Furchtlose Katze;;Felino intrépido;;;;;;;;;x
RETTYPE_CUL_BEAR;Bear;Ours;Bär;;Oso;;;;;;;;;x
RETTYPE_CUL_HEDGEHOG;Quillguard;Garde-piquant;Stachelwache;;Guardia púa;;;;;;;;;x
RETTYPE_CUL_DUCK;Warduck;Canard de guerre;Kriegsente;;Pato de guerra;;;;;;;;;x
RETTYPE_CUL_DOG;Good Boy;Bon chien;Guter Junge;;Buen chico;;;;;;;;;x
RETTYPE_CUL_ELEPHANT;Elephant;Éléphant;Elephant;;Elefante;;;;;;;;;x
RETTYPE_CUL_DRAGON;Dragon;Dragon;Drache;;Dragón;;;;;;;;;x
