#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_actopan_VE;Actopan;;;;;;;;;;;;;x
b_acuna_COA;Acuña;;;;;;;;;;;;;x
b_ada_OH;Ada;;;;;;;;;;;;;x
b_adairsville_GA;Adairsville;;;;;;;;;;;;;x
b_adams_MA;Adams;;;;;;;;;;;;;x
b_adams_NY;Adams;;;;;;;;;;;;;x
b_adamsville_TN;Adamsville;;;;;;;;;;;;;x
b_adamsville_TX;Adamsville;;;;;;;;;;;;;x
b_addison_AL;Addison;;;;;;;;;;;;;x
b_addison_ME;Addison;;;;;;;;;;;;;x
b_addy_WA;Addy;;;;;;;;;;;;;x
b_adel_OR;Adel;;;;;;;;;;;;;x
b_adelair_GUY;Adelair;;;;;;;;;;;;;x
b_adicora_VNZ_adj;Adicoraian;;;;;;;;;;;;;x
b_adicora_VNZ;Adicora;;;;;;;;;;;;;x
b_adolfo_ruiz_cortines_SI;Adolfo Ruiz Cortines;;;;;;;;;;;;;x
b_adrian_GA;Adrian;;;;;;;;;;;;;x
b_adrian_MI;Adrian;;;;;;;;;;;;;x
b_adventure_UT;Adventure;;;;;;;;;;;;;x
b_aetna_AB;Aetna;;;;;;;;;;;;;x
b_africa_LLA_adj;Áfricaian;;;;;;;;;;;;;x
b_africa_LLA;África;;;;;;;;;;;;;x
b_afton_MO;Afton;;;;;;;;;;;;;x
b_agalta_HN;Agalta;;;;;;;;;;;;;x
b_agassiz_BC;Agassiz;;;;;;;;;;;;;x
b_agency_IA;Agency;;;;;;;;;;;;;x
b_agramonte_CUB;Agramonte;;;;;;;;;;;;;x
b_agua_amarga_BAJ;Agua Amarga;;;;;;;;;;;;;x
b_agua_blanca_LLA;Agua Blanca;;;;;;;;;;;;;x
b_agua_caliente_CH;Agua Caliente;;;;;;;;;;;;;x
b_agua_caliente_VNZ_adj;Agua Calienteian;;;;;;;;;;;;;x
b_agua_caliente_VNZ;Agua Caliente;;;;;;;;;;;;;x
b_agua_de_castilla_TM;Agua de Castilla;;;;;;;;;;;;;x
b_agua_fria_NM;Agua Fria;;;;;;;;;;;;;x
b_agua_prieta_SO;Agua Prieta;;;;;;;;;;;;;x
b_aguacate_CP;Aguacate;;;;;;;;;;;;;x
b_aguachica_COL_adj;Aguachicaian;;;;;;;;;;;;;x
b_aguachica_COL;Aguachica;;;;;;;;;;;;;x
b_agualeguas_NLE;Agualeguas;;;;;;;;;;;;;x
b_aguanish_QC;Aguanish;;;;;;;;;;;;;x
b_aguascalientes_AG;Aguascalientes;;;;;;;;;;;;;x
b_aguazul_COL_adj;Aguazulian;;;;;;;;;;;;;x
b_aguazul_COL;Aguazul;;;;;;;;;;;;;x
b_aguilar_CO;Aguilar;;;;;;;;;;;;;x
b_aguilares_AG;Aguilares;;;;;;;;;;;;;x
b_aguilera_VE;Aguilera;;;;;;;;;;;;;x
b_aguililla_MC;Aguililla;;;;;;;;;;;;;x
d_louisville;Louisville;;;;;;;;;;;;;x
d_louisville_adj;Louisvillian;;;;;;;;;;;;;x
b_ahome_SI;Ahome;;;;;;;;;;;;;x
b_ahoskie_NC;Ahoskie;;;;;;;;;;;;;x
b_ahtahkakoop_SK;Ahtahkakoop;;;;;;;;;;;;;x
b_ahuas_HN;Ahuas;;;;;;;;;;;;;x
b_ahuehuetitla_PU;Ahuehuetitla;;;;;;;;;;;;;x
b_ahuntsic_cartierville_QC;Ahuntsic-Cartierville;;;;;;;;;;;;;x
b_ahwahnee_adj;Ahwahneean;;ahwahner;;;;;;;;;;;x
b_ahwahnee_CA;Ahwahnee;Ahwahnee;Ahwahnee;;Ahwahnee;;;;;;;;;x
b_ainsworth_NE;Ainsworth;;;;;;;;;;;;;x
b_aipe_COL_adj;Aipeian;;;;;;;;;;;;;x
b_aipe_COL;Aipe;;;;;;;;;;;;;x
b_aishalton_GUY;Aishalton;;;;;;;;;;;;;x
b_ajalpan_PU;Ajalpan;;;;;;;;;;;;;x
b_ajax_ON;Ajax;;;;;;;;;;;;;x
b_akar_GUY_adj;Akarian;;;;;;;;;;;;;x
b_akar_GUY;Akar;;;;;;;;;;;;;x
b_akron_AL;Akron;;;;;;;;;;;;;x
b_akron_IA;Akron;;;;;;;;;;;;;x
b_akron_OH;Akron;;;;;;;;;;;;;x
b_akte_PT;Akte;;;;;;;;;;;;;x
c_anguilla_adj;Anguillan;;;;;;;;;;;;;x
c_montserrat_adj;Montserrati;;;;;;;;;;;;;x
b_plymouth_ANTI;Plymouth;;;;;;;;;;;;;x
b_st_patricks_ANTI;St Patricks;;;;;;;;;;;;;x
b_brades_ANTI;Brades;;;;;;;;;;;;;x
b_long_ground_ANTI;Long Ground;;;;;;;;;;;;;x
b_weekes_ANTI;Weekes;;;;;;;;;;;;;x
b_blakes_ANTI;Blakes;;;;;;;;;;;;;x
b_little_bay_ANTI;Little Bay;;;;;;;;;;;;;x
b_sandyground_ANTI;Sandyground;;;;;;;;;;;;;x
b_browning_point_ANTI;Browning Point;;;;;;;;;;;;;x
b_lil_dix_ANTI;Lil Dix;;;;;;;;;;;;;x
b_long_bay_ANTI;Long Bay;;;;;;;;;;;;;x
b_southill_ANTI;Southill;;;;;;;;;;;;;x
b_harbour_ANTI;Harbour;;;;;;;;;;;;;x
b_eastend_ANTI;Eastend;;;;;;;;;;;;;x
b_akumal_QR;Akumal;;;;;;;;;;;;;x
b_alachua_FL;Alachua;;;;;;;;;;;;;x
d_panhandle;Panhandle;;;;;;;;;;;;;x
d_panhandle_adj;Panhandler;;;;;;;;;;;;;x
d_tallahassee;Tallahassee;;;;;;;;;;;;;x
d_tallahassee_adj;Tallahasseean;;;;;;;;;;;;;x
d_jaxonville;Jaxonville;;;;;;;;;;;;;x
d_jaxonville_adj;Jaxonvillean;;;;;;;;;;;;;x
d_clearwater_FL;Clearwater;;;;;;;;;;;;;x
d_clearwater_FL_adj;Clearwaterer;;;;;;;;;;;;;x
d_everglade;Everglade;;;;;;;;;;;;;x
d_everglade_adj;Everglader;;;;;;;;;;;;;x
d_canaveral;Canaveral;;;;;;;;;;;;x
d_canaveral_adj;Canaveraler;;;;;;;;;;;;x
b_alajuela_CSR_adj;Alajuelaian;;;;;;;;;;;;;x
b_alajuela_CSR;Alajuela;;;;;;;;;;;;;x
b_alamar_CUB;Alamar;;;;;;;;;;;;;x
b_alamikamba_NI;Alamikamba;;;;;;;;;;;;;x
b_alamo_NM;Alamo;;;;;;;;;;;;;x
b_alamo_VE;Álamo;;;;;;;;;;;;;x
b_alamogordo_NM;Alamogordo;;;;;;;;;;;;;x
b_alamos_SO;Alamos;;;;;;;;;;;;;x
b_alamosa_CO;Alamosa;;;;;;;;;;;;;x
b_alanje_PAN_adj;Alanjeian;;;;;;;;;;;;;x
b_alanje_PAN;Alanje;;;;;;;;;;;;;x
b_albania_COL_adj;Albaniaian;;;;;;;;;;;;;x
b_albania_COL;Albania;;;;;;;;;;;;;x
b_albany_GA;Albany;;;;;;;;;;;;;x
b_albany_IN;Albany;;;;;;;;;;;;;x
b_albany_KY;Albany;;;;;;;;;;;;;x
b_albany_MN;Albany;;;;;;;;;;;;;x
b_albany_NY;Albany;;;;;;;;;;;;;x
b_albany_OR;Albany;;;;;;;;;;;;;x
b_albemarle_NC;Albemarle;;;;;;;;;;;;;x
b_albert_lea_MN;Albert Lea;;;;;;;;;;;;;x
b_alberton_PEI;Alberton;;;;;;;;;;;;;x
b_albia_IA;Albia;;;;;;;;;;;;;x
b_albina_SUR_adj;Albinaian;;;;;;;;;;;;;x
b_albina_SUR;Albina;;;;;;;;;;;;;x
b_albion_ID;Albion;;;;;;;;;;;;;x
b_albion_MI;Albion;;;;;;;;;;;;;x
b_albion_PA;Albion;;;;;;;;;;;;;x
b_albuquerque_NM;Albuquerque;;;;;;;;;;;;;x
b_alcatraz_CA;Alcatraz;;;;;;;;;;;;;x
b_alcorn_MS;Alcorn;;;;;;;;;;;;;x
b_aldama_TM;Aldama;;;;;;;;;;;;;x
b_alder_creek_NY;Alder Creek;;;;;;;;;;;;;x
b_alder_WY;Alder;;;;;;;;;;;;;x
b_alderson_WV;Alderson;;;;;;;;;;;;;x
b_aledo_IL;Aledo;;;;;;;;;;;;;x
b_alexander_ND;Alexander;;;;;;;;;;;;;x
b_alexandria_AL;Alexandria;;;;;;;;;;;;;x
b_alexandria_KY;Alexandria;;;;;;;;;;;;;x
b_alexandria_LA;Alexandria;;;;;;;;;;;;;x
b_alexandria_MN;Alexandria;;;;;;;;;;;;;x
b_alexandria_ON;Alexandria;;;;;;;;;;;;;x
b_alexandria_VA;Alexandria;;;;;;;;;;;;;x
b_alexis_creek_BC;Alexis Creek;;;;;;;;;;;;;x
b_alexo_AB;Alexo;;;;;;;;;;;;;x
b_alfonsdorp_SUR_adj;Alfonsdorpian;;;;;;;;;;;;;x
b_alfonsdorp_SUR;Alfonsdorp;;;;;;;;;;;;;x
b_alfred_NY;Alfred;;;;;;;;;;;;;x
b_alfred_ON;Alfred;;;;;;;;;;;;;x
b_algard_BC;Algard;;;;;;;;;;;;;x
b_algerita_TX;Algerita;;;;;;;;;;;;;x
b_algoma_mills_ON;Algoma Mills;;;;;;;;;;;;;x
b_algoma_WI;Algoma;;;;;;;;;;;;;x
b_algona_IA;Algona;;;;;;;;;;;;;x
b_algonac_MI;Algonac;;;;;;;;;;;;;x
b_alice_TX;Alice;;;;;;;;;;;;;x
b_aline_OK;Aline;;;;;;;;;;;;;x
b_alix_AB;Alix;;;;;;;;;;;;;x
b_alkmaar_SUR_adj;Alkmaarian;;;;;;;;;;;;;x
b_alkmaar_SUR;Alkmaar;;;;;;;;;;;;;x
b_allagash_ME;Allagash;;;;;;;;;;;;;x
b_allamuchy_NJ;Allamuchy;;;;;;;;;;;;;x
b_allanwater_bridge_ON;Allanwater Bridge;;;;;;;;;;;;;x
b_allendale_SC;Allendale;;;;;;;;;;;;;x
b_allende_COA;Allende;;;;;;;;;;;;;x
b_allende_NL;Allende;;;;;;;;;;;;;x
b_allende_ZA;Allende;;;;;;;;;;;;;x
b_allenhurst_GA;Allenhurst;;;;;;;;;;;;;x
b_allentown_PA;Allentown;;;;;;;;;;;;;x
b_allons_TN;Allons;;;;;;;;;;;;;x
b_allouez_MI;Allouez;;;;;;;;;;;;;x
b_allouez_WI;Allouez;;;;;;;;;;;;;x
b_alloway_NJ;Alloway;;;;;;;;;;;;;x
b_alma_CO;Alma;;;;;;;;;;;;;x
b_alma_KS;Alma;;;;;;;;;;;;;x
b_alma_MI;Alma;;;;;;;;;;;;;x
b_alma_NB;Alma;;;;;;;;;;;;;x
b_alma_QC;Alma;;;;;;;;;;;;;x
b_almacen_BOL_adj;Almacénian;;;;;;;;;;;;;x
b_almacen_BOL;Almacén;;;;;;;;;;;;;x
b_almadane_LA;Almadane;;;;;;;;;;;;;x
b_almena_WI;Almena;;;;;;;;;;;;;x
b_almirante_PAN_adj;Almiranteian;;;;;;;;;;;;;x
b_almirante_PAN;Almirante;;;;;;;;;;;;;x
b_almont_CO;Almont;;;;;;;;;;;;;x
b_almont_MI;Almont;;;;;;;;;;;;;x
b_alonsa_MB;Alonsa;;;;;;;;;;;;;x
b_alpena_AR;Alpena;;;;;;;;;;;;;x
b_alpena_MI;Alpena;;;;;;;;;;;;;x
b_alpha_MI;Alpha;;;;;;;;;;;;;x
b_alpine_TN;Alpine;;;;;;;;;;;;;x
b_alpine_TX;Alpine;;;;;;;;;;;;;x
b_alpoyeca_GR;Alpoyeca;;;;;;;;;;;;;x
b_alquizar_CUB;Alquizar;;;;;;;;;;;;;x
b_alsea_OR;Alsea;;;;;;;;;;;;;x
b_alta_cima_TM;Alta Cima;;;;;;;;;;;;;x
b_altagracia_de_orituco_LLA;Altagracia de Orituco;;;;;;;;;;;;;x
b_altamira_TM;Altamira;;;;;;;;;;;;;x
b_altamira_ZA;Altamira;;;;;;;;;;;;;x
b_altamont_IL;Altamont;;;;;;;;;;;;;x
b_altamont_OR;Altamont;;;;;;;;;;;;;x
b_altar_SO;Altar;;;;;;;;;;;;;x
b_altavista_VA;Altavista;;;;;;;;;;;;;x
b_altenburg_MO;Altenburg;;;;;;;;;;;;;x
b_altepexi_PU;Altepexi;;;;;;;;;;;;;x
b_altheimer_AR;Altheimer;;;;;;;;;;;;;x
b_alto_alegre_RR;Alto Alegre;;;;;;;;;;;;;x
b_alto_NM;Alto;;;;;;;;;;;;;x
b_alton_IL;Alton;;;;;;;;;;;;;x
b_alton_MO;Alton;;;;;;;;;;;;;x
b_altoona_IA;Altoona;;;;;;;;;;;;;x
b_altoona_PA;Altoona;;;;;;;;;;;;;x
b_altoona_WI;Altoona;;;;;;;;;;;;;x
b_altos_ZA;Altos;;;;;;;;;;;;;x
b_altotonga_VE;Altotonga;;;;;;;;;;;;;x
b_altun_ha_BL;Altun Ha;;;;;;;;;;;;;x
b_alturas_NV_adj;Alturasian;;alturaser;;;;;;;;;;;x
b_alturas_NV;Alturas;Alturas;Alturas;;Alturas;;;;;;;;;x
b_altus_OK;Altus;;;;;;;;;;;;;x
b_alva_OK;Alva;;;;;;;;;;;;;x
b_burbank_CA1;Burbank;;;;;;;;;;;;;x
b_sunnyvale_CA1;Sunnyvale;;;;;;;;;;;;;x
b_santa_cruz_CA;Santa Cruz;;;;;;;;;;;;;x
b_goldcenter_CA;Goldcenter;;;;;;;;;;;;;x
b_apollo_FL;Apollo;;;;;;;;;;;;;x
b_gulfport_FL;Gulfport;;;;;;;;;;;;;x
b_largo_FL;Largo;;;;;;;;;;;;;x
b_gandy_FL;Gandy;;;;;;;;;;;;;x
b_belleair_FL;Belleair;;;;;;;;;;;;;x
b_dunedin_FL;Dunedin;;;;;;;;;;;;;x
b_sarasota_FL;Sarasota;;;;;;;;;;;;;x
b_englewood_FL;Englewood;;;;;;;;;;;;;x
b_north_port_FL;North Port;;;;;;;;;;;;;x
b_fruitville_FL;Fruitville;;;;;;;;;;;;;x
b_brownville_FL;Brownville;;;;;;;;;;;;;x
b_fort_ogden_FL;Fort Ogden;;;;;;;;;;;;;x
b_gardner_FL;Gardner;;;;;;;;;;;;;x
b_limestone_FL;Limestone;;;;;;;;;;;;;x
b_nocatee_FL;Nocatee;;;;;;;;;;;;;x
b_hull_FL;Hull;;;;;;;;;;;;;x
b_st_cloud_FL;St Cloud;;;;;;;;;;;;;x
b_poinciana_FL;Poinciana;;;;;;;;;;;;;x
b_davenport_FL;Davenport;;;;;;;;;;;;;x
b_haines_city_FL;Haines City;;;;;;;;;;;;;x
b_cypress_gardens_FL;Cypress Gardens;;;;;;;;;;;;;x
b_auburndale_FL;Auburndale;;;;;;;;;;;;;x
b_basinger_FL;Basinger;;;;;;;;;;;;;x
b_placid_lakes_FL;Placid Lakes;;;;;;;;;;;;;x
b_sylvan_shores_FL;Sylvan Shores;;;;;;;;;;;;;x
b_avon_park_FL;Avon Park;;;;;;;;;;;;;x
b_alva_FL;Alva;;;;;;;;;;;;;x
b_lake_harbor_FL;Lake Harbor;;;;;;;;;;;;;x
b_south_bay_FL;South Bay;;;;;;;;;;;;;x
b_belle_glade_FL;Belle Gladestone;;;;;;;;;;;;;x
b_pahokee_FL;Pahokee;;;;;;;;;;;;;x
b_montura_FL;Montura;;;;;;;;;;;;;x
b_pioneer_FL;Pioneer;;;;;;;;;;;;;x
b_labelle_FL;Labelle;;;;;;;;;;;;;x
b_muce_FL;Muce;;;;;;;;;;;;;x
b_lakeport_FL;Lakeport;;;;;;;;;;;;;x
b_buckheadridge_FL;Buckheadridge;;;;;;;;;;;;;x
b_sweetwater_FL;Sweetwater;;;;;;;;;;;;;x
b_sunrise_FL;Sunrise;;;;;;;;;;;;;x
b_pompano_FL;Pompano;;;;;;;;;;;;;x
b_davie_FL;Davie;;;;;;;;;;;;;x
b_weston_FL;Weston;;;;;;;;;;;;;x
b_coral_springs_FL;Coral Springs;;;;;;;;;;;;;x
b_lake_country_WA;Lake Country;;;;;;;;;;;;;x
b_summer_lake_OR;Summer Lake;;;;;;;;;;;;;x
b_silver_lake_OR;Silver Lake;;;;;;;;;;;;;x
b_bly_OR;Bly;;;;;;;;;;;;;x
b_west_side_OR;Westside;;;;;;;;;;;;;x
b_millington_OR1;Millington;;;;;;;;;;;;;x
b_alvarado_COL;Alvarado;;;;;;;;;;;;;x
b_alvarado_VE;Alvarado;;;;;;;;;;;;;x
b_alvaro_obregon_MC;Álvaro Obregón;;;;;;;;;;;;;x
b_alvaton_KY;Alvaton;;;;;;;;;;;;;x
b_alzada_MT;Alzada;;;;;;;;;;;;;x
b_amarillo_TX;Amarillo;;;;;;;;;;;;;x
b_amasa_MI;Amasa;;;;;;;;;;;;;x
b_amatepec_MC;Amatepec;;;;;;;;;;;;;x
b_amatitlan_GT;Amatitlán;;;;;;;;;;;;;x
b_amaxac_MX;Amaxac;;;;;;;;;;;;;x
b_amberley_OH;Amberley;;;;;;;;;;;;;x
b_ameca_JA;Ameca;;;;;;;;;;;;;x
b_ameca_ZA;Ameca;;;;;;;;;;;;;x
b_ameliasburgh_ON;Ameliasburgh;;;;;;;;;;;;;x
b_amenia_NY;Amenia;;;;;;;;;;;;;x
b_america_TAM;América;;;;;;;;;;;;;x
b_american_falls_ID;American Falls;;;;;;;;;;;;;x
b_american_fork_UT;American Fork;;;;;;;;;;;;;x
b_americanist_adj;Presidential;;;;;;;;;;;;;x
b_americanist;The White House;;;;;;;;;;;;;x
b_americanos_COA;Americanos;;;;;;;;;;;;;x
b_amherst_CO;Amherst;;;;;;;;;;;;;x
b_amherst_MA;Amherst;;;;;;;;;;;;;x
b_amherst_NE;Amherst;;;;;;;;;;;;;x
b_amherst_NS;Amherst;;;;;;;;;;;;;x
b_amherst_NY;Amherst;;;;;;;;;;;;;x
b_amherstburg_ON;Amherstburg;;;;;;;;;;;;;x
b_amherstview_ON;Amherstview;;;;;;;;;;;;;x
b_amira_WA;Amira;;;;;;;;;;;;;x
b_amity_AR;Amity;;;;;;;;;;;;;x
b_ammon_ID;Ammon;;;;;;;;;;;;;x
b_ammon_NB;Ammon;;;;;;;;;;;;;x
b_amory_MS;Amory;;;;;;;;;;;;;x
b_amprior_ON;Amprior;;;;;;;;;;;;;x
b_amqui_QC;Amqui;;;;;;;;;;;;;x
b_amsterdam_NY;Amsterdam;;;;;;;;;;;;;x
b_amsterdan_NY;Amsterdam;;;;;;;;;;;;;x
b_amygdalold_MI;Amygdalold;;;;;;;;;;;;;x
b_anaco_VNZ;Anaco;;;;;;;;;;;;;x
b_anaconda_MT;Anaconda;;;;;;;;;;;;;x
b_anacortes_WA;Anacortes;;;;;;;;;;;;;x
b_anacostia_DC;Anacostia;;;;;;;;;;;;;x
b_anaheim_adj;Anaheimian;;anaheimer;;;;;;;;;;;x
b_anaheim_CA;Anaheim;Anaheim;Anaheim;;Anaheim;;;;;;;;;x
b_anahim_BC;Anahim;;;;;;;;;;;;;x
b_anahuac_CH;Anáhuac;;;;;;;;;;;;;x
b_anahuac_NLE;Anáhuac;;;;;;;;;;;;;x
b_ancaster_ON;Ancaster;;;;;;;;;;;;;x
b_ancon_de_iturre_ZUL_adj;Ancón de Iturreian;;;;;;;;;;;;;x
b_ancon_de_iturre_ZUL;Ancón de Iturre;;;;;;;;;;;;;x
b_ancram_NY;Ancram;;;;;;;;;;;;;x
b_andalucia_COL;Andalucía;;;;;;;;;;;;;x
b_andalusia_AL;Andalusia;;;;;;;;;;;;;x
b_andalusia_IL;Andalusia;;;;;;;;;;;;;x
b_anderson_adj;Andersonian;;andersoner;;;;;;;;;;;x
b_anderson_CA;Anderson;Anderson;Anderson;;Anderson;;;;;;;;;x
b_anderson_SC;Anderson;;;;;;;;;;;;;x
b_andover_KS;Andover;;;;;;;;;;;;;x
b_andover_ME;Andover;;;;;;;;;;;;;x
b_andover_MN;Andover;;;;;;;;;;;;;x
b_andover_NJ;Andover;;;;;;;;;;;;;x
b_andres_NIC_adj;Andresian;;;;;;;;;;;;;x
b_andres_NIC;Andres;;;;;;;;;;;;;x
b_andrews_IN;Andrews;;;;;;;;;;;;;x
b_andrews_OR;Andrews;;;;;;;;;;;;;x
b_andrews_SC;Andrews;;;;;;;;;;;;;x
b_andrews_TX;Andrews;;;;;;;;;;;;;x
b_andros_town_BH;Andros Town;;;;;;;;;;;;;x
b_aneth_UT;Aneth;;;;;;;;;;;;;x
b_angeles_CSR_adj;Angelesian;;;;;;;;;;;;;x
b_angeles_CSR;Angeles;;;;;;;;;;;;;x
b_angelo_WI;Angelo;;;;;;;;;;;;;x
b_angler_ON;Angler;;;;;;;;;;;;;x
b_angleton_TX;Angleton;;;;;;;;;;;;;x
b_angola_IN;Angola;;;;;;;;;;;;;x
b_angola_LA;Angola;;;;;;;;;;;;;x
b_angostura_SI;Angostura;;;;;;;;;;;;;x
b_angus_ON;Angus;;;;;;;;;;;;;x
b_animas_NM;Animas;;;;;;;;;;;;;x
b_aningal_RR;Aningal;;;;;;;;;;;;;x
b_anjou_QC;Anjou;;;;;;;;;;;;;x
b_ankeny_IA;Ankeny;;;;;;;;;;;;;x
b_ann_arbor_MI;Ann Arbor;;;;;;;;;;;;;x
b_anna_IL;Anna;;;;;;;;;;;;;x
b_anna_regina_GUY_adj;Anna Reginaian;;;;;;;;;;;;;x
b_anna_regina_GUY;Anna Regina;;;;;;;;;;;;;x
b_annai_GUY;Annai;;;;;;;;;;;;;x
b_annandale_NJ;Annandale;;;;;;;;;;;;;x
b_annapolis_MD;Annapolis;;;;;;;;;;;;;x
b_annapolis_royal_NS;Annapolis Royal;;;;;;;;;;;;;x
b_anniston_AL;Anniston;;;;;;;;;;;;;x
b_anoka_MN;Anoka;;;;;;;;;;;;;x
b_anse_a_galets_HA;Anse-à-Galets;;;;;;;;;;;;;x
b_anson_ME;Anson;;;;;;;;;;;;;x
b_anson_TX;Anson;;;;;;;;;;;;;x
b_ansonia_CT;Ansonia;;;;;;;;;;;;;x
b_ansonville_NC;Ansonville;;;;;;;;;;;;;x
b_antelope_flat_UT;Antelope Flat;;;;;;;;;;;;;x
b_antelope_SD;Antelope;;;;;;;;;;;;;x
b_antelope_valley_WY;Antelope Valley;;;;;;;;;;;;;x
b_antelope_wells_NM;Antelope Wells;;;;;;;;;;;;;x
b_anthony_FL;Anthony;;;;;;;;;;;;;x
b_anthony_KS;Anthony;;;;;;;;;;;;;x
b_anthony_TX;Anthony;;;;;;;;;;;;;x
b_antigonish_NS;Antigonish;;;;;;;;;;;;;x
b_antigua_guatemala_GT;Antigua Guatemala;;;;;;;;;;;;;x
b_antilla_CUB;Antilla;;;;;;;;;;;;;x
b_antimano_VNZ;Antimano;;;;;;;;;;;;;x
b_antimony_UT;Antimony;;;;;;;;;;;;;x
b_antioch_adj;Antiochian;;antiocher;;;;;;;;;;;x
b_antioch_CA;Antioch;Antioch;Antioch;;Antioch;;;;;;;;;x
b_antioch_IL;Antioch;;;;;;;;;;;;;x
b_antioch_NE;Antioch;;;;;;;;;;;;;x
b_antler_ND;Antler;;;;;;;;;;;;;x
b_antlers_OK;Antlers;;;;;;;;;;;;;x
b_antone_OR;Antone;;;;;;;;;;;;;x
b_antreville_SC;Antreville;;;;;;;;;;;;;x
b_antriol_WWI_adj;Antriolian;;;;;;;;;;;;;x
b_antriol_WWI;Antriol;;;;;;;;;;;;;x
b_antunez_MC;Antúnez;;;;;;;;;;;;;x
b_apalachicola_FL;Apalachicola;;;;;;;;;;;;;x
b_apalka_HN;Apalka;;;;;;;;;;;;;x
b_apango_GR;Apango;;;;;;;;;;;;;x
b_apartado_ANT_adj;Apartadóian;;;;;;;;;;;;;x
b_apartado_ANT;Apartadó;;;;;;;;;;;;;x
b_apaseo_el_grande_GT;Apaseo El Grande;;;;;;;;;;;;;x
b_apatou_FRG_adj;Apatouian;;;;;;;;;;;;;x
b_apatou_FRG;Apatou;;;;;;;;;;;;;x
b_apatzingan_MC;Apatzingán;;;;;;;;;;;;;x
b_apetina_SUR_adj;Apetinaian;;;;;;;;;;;;;x
b_apetina_SUR;Apetina;;;;;;;;;;;;;x
b_apizaco_MX;Apizaco;;;;;;;;;;;;;x
b_apodaca_NL;Apodaca;;;;;;;;;;;;;x
b_apohaqui_NB;Apohaqui;;;;;;;;;;;;;x
b_apoipo_BOL;Apoipo;;;;;;;;;;;;;x
b_apopa_SV;Apopa;;;;;;;;;;;;;x
b_apozol_ZA;Apozol;;;;;;;;;;;;;x
b_appalachia_VA;Appalachia;;;;;;;;;;;;;x
